id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
37,2017,6,05-01-2017,5,2,5,2,normal,0,2,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
38,2017,2,05-01-2017,3,4,4,1,normal,0,4,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
39,2017,8,05-02-2017,1,7,7,1,normal,0,7,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
40,2017,7,05-03-2017,6,4,4,1,normal,0,4,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
41,2017,8,05-04-2017,3,7,7,1,normal,0,7,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
42,2017,5,05-05-2017,8,5,5,1,normal,0,8,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
43,2017,1,05-06-2017,4,1,1,1,normal,0,4,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,
44,2017,8,05-06-2017,2,7,7,1,normal,0,2,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
45,2017,5,05-07-2017,5,6,6,1,normal,0,6,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
46,2017,9,05-07-2017,8,3,3,1,normal,0,3,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,
47,2017,1,05-08-2017,2,1,2,2,normal,0,1,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
48,2017,9,05-09-2017,8,6,6,1,normal,0,8,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
49,2017,10,05-10-2017,3,7,7,1,normal,0,7,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
50,2017,6,05-11-2017,8,2,2,1,normal,0,8,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
51,2017,8,05-12-2017,7,4,7,2,normal,0,7,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
52,2017,10,5/13/2017,3,1,1,1,normal,0,1,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
53,2017,7,5/13/2017,2,6,6,1,normal,0,2,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
54,2017,2,5/14/2017,8,4,4,1,normal,0,4,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
55,2017,8,5/14/2017,5,7,5,2,normal,0,5,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
56,2017,6,5/16/2017,4,2,2,1,normal,0,4,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
57,2017,5,5/17/2017,1,6,6,1,normal,1,6,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,
58,2017,5,5/19/2017,6,2,2,1,normal,0,2,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,
59,2017,1,5/21/2017,2,4,2,2,normal,0,2,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,
60,2008,5,4/18/2008,6,5,5,1,normal,0,6,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,
61,2008,9,4/19/2008,9,8,9,2,normal,0,9,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,
62,2008,8,4/19/2008,10,7,10,2,normal,0,7,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,
63,2008,6,4/20/2008,2,5,2,2,normal,0,5,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,
64,2008,7,4/20/2008,11,6,11,2,normal,0,6,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,
